ticker,total_pnl,avg_weight,days_traded
AVGO,-61223.08486866641,0.0005491349400927905,1301
AVY,-47000.06477422023,-0.00016701685219221575,1301
AWK,1977.5942028190639,-0.0008043696267940623,1301
AXON,75476.92482488815,-0.0008316611405913413,1301
AXP,5049.222423425386,-7.019239172743243e-05,1301
AZN,18670.135982893975,0.0002056464061366666,1301
AZO,-6943.662850407857,-5.323924961780806e-06,1301
BA,1017.4916271836736,-0.00032956442878753566,1301
BAC,15962.40013856979,0.0007224849080973156,1301
BALL,16025.226572793426,-0.0006394802939331276,1301
BAX,10286.787369813988,-0.0009287354371492701,1301
BBY,2118.382227796406,0.00015292960977820802,1301
BDX,5178.640363327464,-0.0003529075054234286,1301
BEN,-24536.048827735754,-9.641681858797981e-05,1301
BF-B,-8244.606423111687,-0.0010272624903339632,1301
BG,14006.379695486752,0.0006544151464976159,1301
BIIB,3636.8933057509057,-0.0009720107484993228,1301
BK,9709.053349850446,0.0005511119803650867,1301
BKNG,-4569.150186996332,0.0004165626475869501,1301
BKR,41198.1855165683,0.0001269591587957262,1301
BLDR,-21541.444456537476,0.0002292473595954867,1301
BLK,77137.12143348242,-0.0007199640936449028,1301
BMY,43304.82578912501,-0.0007488313033434695,1301
BR,23217.83955632779,-0.0002516984858303898,1301
BRK-B,232.1229556558683,-0.0008508542794260883,1301
BRO,-4088.223347164259,-0.0003042983157778402,1301
BSX,-8361.084075531462,0.0009247701242446631,1301
BX,-9285.657434626284,-0.0006226378231685345,1301
BXP,-4467.481280700175,0.0002593559608465001,1301
C,13480.058036883303,-9.880023578928903e-05,1301
CAG,-20352.213604659875,-0.0005457111098228925,1301
CAH,216.32914845813838,0.0002594976294585476,1301
CARR,58650.327203522385,-0.00010422113615856752,1301
CAT,24307.25734511571,0.00015451427954038703,1301
CB,2324.1175332839653,-0.00026238446493526444,1301
CBOE,-8967.47452788394,0.0005119162640035853,1301
CBRE,13306.394887205806,0.0006794801842460376,1301
CCEP,-5612.8207182773385,0.00042908913558569877,1301
CCI,14610.29305702951,-0.0006745190820892458,1301
CCL,-26414.56976387013,0.0008236561039148897,1301
CDNS,24264.080947518854,0.0005950895008482096,1301
CDW,69232.52032310759,-0.0006272518172449548,1301
CEG,-22536.09623264122,0.0003992600627271428,1045
CF,8451.445006782504,0.00016702673121989594,1301
CFG,-7184.139681017609,0.0004979397194973328,1301
CHD,5525.684328486914,-0.00026346603925744816,1301
CHRW,-26059.210885537956,-9.758412465755131e-05,1301
CHTR,-40055.11786716599,-0.0006484784411763739,1301
CI,1330.8298550061625,-0.0001215441556981496,1301
CINF,29388.02200367499,0.0002773965687025843,1301
CL,-7812.412899190599,-0.00023074301027844676,1301
CLX,15236.200879405173,-0.00021694668595050585,1301
CMCSA,-11789.292675396748,-0.0008334941059313416,1301
CME,27289.983545223553,-0.0008418210660866851,1301
CMG,12762.999505215985,-2.0562242895040734e-05,1301
CMI,4539.576408215747,-0.00031435298471446774,1301
CMS,15151.641534564205,0.0006339729129260917,1301
CNC,156072.50665729164,0.0002771079197276973,1301
CNP,-2467.790553462534,7.040337919977643e-05,1301
COF,6968.693930693302,0.0001289156779776732,1301
COIN,-45630.80107031632,0.00227054540935625,1245
COO,56355.04978264472,-6.0029805800658564e-05,1301
COP,-5818.85080161189,-0.0005484265105197345,1301
COR,-1397.9066169004498,-5.0705700262163675e-06,1301
COST,4858.909202772942,0.00010495087536038088,1301
CPAY,-23861.40468865564,-0.0004203047025334894,1301
CPB,7652.763926084546,-0.000501394447438184,1301
CPRT,-220728.42865922002,-9.081143316501066e-05,1301
CPT,-33004.52144990447,-0.0003481818128002005,1301
CRL,42507.493781060635,0.0002745253005277065,1301
CRM,622.9545881433365,0.00017721740520640055,1301
CRWD,-16787.209435047742,-5.8075215563666434e-05,1301
CSCO,3114.6445790538924,0.00041989345702726484,1301
CSGP,44461.99144284751,-0.0003877161860965177,1301
CSX,-19966.352315323602,0.0005661756898828104,1301
CTAS,12553.785246799178,0.00023627322549273148,1301
CTRA,-22507.138999324474,0.000328728913945893,1301
CTSH,20564.014384968927,-0.0005014280594624167,1301
CTVA,34793.738591716894,0.00032848996458568634,1301
CVS,12251.572613242732,3.0450839618795844e-05,1301
CVX,-9968.671063758256,-0.00027246930074055085,1301
D,-1429.0558388359045,0.0001414127867106188,1301
DAL,3363.067385934817,0.00040961057570009266,1301
DASH,60468.39241139322,0.0009034383205307751,1301
DAY,-3840.810752258719,0.000773481093152009,1301
DD,-39265.246381371304,0.00019066124174018924,1301
DDOG,9762.915386970435,0.0006938707865382559,1301
DE,28199.145805668046,-0.00012435809365796005,1301
DECK,-44927.773074793164,0.0002965077010029129,1301
DELL,17325.096806981215,7.349057152754571e-05,1301
DG,33605.05701102153,0.00013872026758574287,1301
DGX,-8094.2165296162075,6.366676077892115e-05,1301
DHI,9079.337013578614,0.00043464981231594656,1301
DHR,-31169.382415470325,-6.606854504441323e-05,1301
DIS,6119.615037948165,-0.000615889934609653,1301
DLR,21758.229696231654,0.00026668607270460723,1301
DLTR,-10852.460916043636,0.00026042205556193955,1301
DOC,-9489.466287095851,-8.167786003370996e-05,1301
DOV,16921.86285460167,0.0002444842707987546,1301
DOW,7723.11351417591,-0.0006617331282476898,1301
DPZ,33405.85937517622,-0.0009146532758574263,1301
DRI,-17766.831583788156,-0.00012677020192679547,1301
DTE,-8740.3785884309,-0.0006916812309545515,1301
DUK,1173.2887955820286,-4.931682001144872e-06,1301
DVA,15025.810573921199,0.00044997219308177055,1301
DVN,-13996.247732566295,-0.0003226816865157928,1301
DXCM,9492.47650016845,0.0003773432628102051,1301
EA,-18831.919654256948,-0.000540865482101545,1301
EBAY,13122.403538853801,0.00022855516052779881,1301
ECL,7520.999085244706,-0.0002631941707505672,1301
ED,10918.31494863181,-0.00010023622050244437,1301
EFX,-71323.90892794984,-0.0001014563843884354,1301
EG,22399.721884574985,-0.00018692663499751826,1301
EIX,12771.125966327458,-0.0001695284976602561,1301
EL,58630.35283445485,0.0005069654437298443,1301
ELV,23065.85192418888,5.5366637096870354e-05,1301
EME,29045.37740993514,0.00026619305113886546,1301
EMR,50705.087333734016,-5.810298387753031e-05,1301
EOG,3939.3585162716367,-0.0003181724906662294,1301
EPAM,22094.411859110725,0.000619357247885929,1301
EQIX,65122.25056315223,-0.0001796326913070973,1301
EQR,22021.956342363155,-0.0006420624543890286,1301
EQT,-32234.306424607184,-0.0002632670652149629,1301
